bug_id,creation_date,component_name,product_name,short_description,long_description,assignee_name,reporter_name,resolution_category,resolution_code,status_category,status_code,update_date,quantity_of_votes,quantity_of_comments,resolution_date,bug_fix_time,severity_category,severity_code
CORE_GRAVEYARD-316624,2005-11-15,XForms,CORE_GRAVEYARD,a11y: range needs to support more keyboard shortcuts,"as per http://www.mozilla.org/access/toolkit-checklist

Keyboard support for moving slider: arrow keys home end PgUp PgDn.  Right now xf:range supports the left and right arrow keys.  So we need to support home end PgUp and PgDn

AaronL: Home and end seem pretty self-explaining.  But what about page up and page down?  I assume that those increment and decrement the slider like the left and right arrow keys right?  That is what they do in XSmiles at least.",allan,aaronr,duplicate,1,resolved,4,2016-07-15,0,19,2006-02-07,84,normal,2
CORE-241981,2004-04-28,XML,CORE,Anchors in Content Negotiated Documents expose underlying file extension (Content-Location),"The url is on an Apache server with content negotiation enabled.

Visit the above page and hover or click on the links to the named anchors in the
table of contents. For example click on the Mozilla and Web Site Testing link

In Mozilla 1.7 and Trunk from 2004-04-27 on WinXp you will go to
http://bclary.com/2004/04/10/web-site-qa.xhtml#intro

In Mozilla 1.6 you will go to 
http://bclary.com/2004/04/10/web-site-qa#intro

The fact that the underlying extension is exposed makes Mozilla unusable for
content negotiation sites.",hjtoi-bugzilla,bob,duplicate,1,resolved,4,2006-03-12,0,11,2004-04-30,2,major,4
PENELOPE_GRAVEYARD-368372,2007-01-26,General,PENELOPE_GRAVEYARD,Importer (Mac Eudora Mail) stops importing when it encounters extended charsets,"Note sure how to describe this one exactly. I have a mental block when it comes to character sets.

The problem is that Penelope's Mac Eudora mail store importer stops importing a message (does not stop the entire import process just stops importing the current message) when it encounters an extended character. For example when importing a Eudora message that has this html in body (from BLAH BLAH BLAH):



<!--
blockquote dl ul ol li { padding-top: 0  padding-bottom: 0 }
 -->Message with various character sets
(Chinese)
The Chinese written
language employs Chinese characters (<font
color=#000000>äøéö<font
face=Lucida Grande>/?  etc...

the imported message in Penelope looks like:

<!--
blockquote dl ul ol li { padding-top: 0  padding-bottom: 0 }
 -->Message with various character sets
(Chinese)

The Chinese written
language employs Chinese characters (<font
color=#000000>

Note that the Penelope message stops at the ä",gwenger,mdudziak,duplicate,1,resolved,4,2012-03-30,2,5,2008-11-07,651,normal,2
TECH_EVANGELISM_GRAVEYARD-193695,2003-02-17,English US,TECH_EVANGELISM_GRAVEYARD,Wired.com - toolbar addon doesn't support Mozilla,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.0 en-US rv:1.3b) Gecko/20030210
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.0 en-US rv:1.3b) Gecko/20030210

The toolbar provided by Wired.com seems to work only for Netscape/IE.
Nothing seems to happen when I  visit the site using Mozilla.


Reproducible: Always

Steps to Reproduce:
1.Goto the URL mentioned
2.Try downloading the toolbar
3.A page comes up saying that the toolbar is getting downloaded but nothing
seems to happen. 

Actual Results:  
None

Expected Results:  
The site should allow 

Java is turned on.",english-us,krishy5,duplicate,1,resolved,4,2015-04-19,0,4,2009-02-28,2203,minor,2
INFRASTRUCTURE_&_OPERATIONS-989521,2014-03-28,CIDuty,INFRASTRUCTURE_&_OPERATIONS,Need a WinXP test slave,I'd like access to a Windows XP test slave so that I can debug bug 989520.,bill.mccloskey,bill.mccloskey,duplicate,1,resolved,4,2018-05-08,0,5,2014-08-05,130,normal,2
FIREFOX-245655,2004-06-05,Preferences,FIREFOX,Security warning dialogs cannot be made permanent through the checkbox,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.8a2) Gecko/20040604 Firefox/0.8.0+
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.8a2) Gecko/20040604 Firefox/0.8.0+

When doing an insecure submit for the first time (for example when entering a
search term in http://www.google.com/) a warning dialogue appears with a
checkbox allowing you to see such warnings in the future disabled. When a
submission occurs and the checkbox is left blank further searches will
naturally not prompt further warnings. On the other hand when the box is
checked the dialog will appear again during a second submission.

The problem lies in that when the dialog appears for the second time the
checkbox is blank again forcing the security conscious user to have to check it
after each submission and eventually making him desist.

A workaround is to enter as a URL about:config and make
security.warn_submit_insecure.show_once false (and if necessary make
security.warn_submit_insecure true again).

This problem is probably true for other options of the security.warn_* kind.

Reproducible: Always
Steps to Reproduce:
1. Fill in an insecure form (such as the one in http://www.google.com/) and try
to submit it.
2. In the warning dialog that appears check the box allowing for futher similar
warnings to appear.
3. Repeat the first step.

Actual Results:  
The checkbox in the warning dialog is again unchecked.

Expected Results:  
The checkbox should have appeared as selected.",dbaron,gonhidi,duplicate,1,resolved,4,2006-08-27,0,17,2004-08-27,83,normal,2
FIREFOX-398161,2007-10-01,General,FIREFOX,offline web applications,Tracking bug for offline web apps work.,nobody,dcamp,duplicate,1,resolved,4,2012-02-15,4,3,2011-02-04,1222,normal,2
TECH_EVANGELISM_GRAVEYARD-209031,2003-06-11,Dutch,TECH_EVANGELISM_GRAVEYARD,sterpolis.nl - redirection to IE,"Sterpolis is a Dutch assurances company. A non-IE user agent is redirected to a
page which says you have to have IE 4.x or higher.",dutch,reinout,duplicate,1,resolved,4,2015-04-19,0,8,2006-04-11,1035,major,4
MAILNEWS_CORE-257415,2004-08-30,Filters,MAILNEWS_CORE,Add filtering for IMAP folders other than the INBOX,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.7.2) Gecko/20040803
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.7.2) Gecko/20040803

Filters don't work for IMAP subfolders and when you go to some folder and select
Tools > Run filters on Folder this doesn't work bug #253368. So there's a major
loss of function with filters for IMAP accounts.

Reproducible: Always
Steps to Reproduce:",rkent,bugzilla,duplicate,1,resolved,4,2011-03-24,2,23,2009-07-28,1793,normal,2
CORE-348156,2006-08-09,DOM: Core & HTML,CORE,nsDocument::Destroy needs to die,"We need to get rid of the hidiousness of nsDocument::Destroy. All sorts of code gets confused by the fact that we call UnbindFromTree on all the children of the document without neither sending out any nsIMutationObserver notifications or actually removing the nodes from the childlist of the document.

The attachment in bug 326645 comment 20 had to be backed out because the layout code tried to render the half-destroyed document. Bug 330302 has some analysis of what went on there.

Bug 348062 is another example where we end up crashing because we end up with dangling pointers in nsContentList.",jonas,jonas,duplicate,1,resolved,4,2019-03-13,0,57,2007-11-30,478,normal,2
MOZILLA.ORG_GRAVEYARD-388873,2007-07-19,Server Operations,MOZILLA.ORG_GRAVEYARD,Re-image bm-xserv07 bm-xserv12,"These two machines have recently been freed up and are being repurposed for build machines. 

We'd like to reimage them before we start to use these so we know we have clean installs of OS and no lurking other surprise installed apps which might cause problems for builds.

I've confirmed offline there is nothing on these machines currently that needs to be saved so its ok to just blow away everything and install fresh...",mzeier,john+bugzilla,duplicate,1,resolved,4,2015-03-12,0,14,2007-08-07,19,normal,2
OTHER_APPLICATIONS_GRAVEYARD-390881,2007-08-03,QA Companion,OTHER_APPLICATIONS_GRAVEYARD,platform-dependent skins,"Created attachment 275195
actually seperates skin files for mac and pc others are default. no user-facing change

actually seperates skin files for mac and pc others are default. no user-facing change",zach,bhsieh,duplicate,1,resolved,4,2018-10-15,0,3,2007-08-06,3,normal,2
FIREFOX-355559,2006-10-05,Tabbed Browser,FIREFOX,[USABILITY] Tab [x] buttons appearing,"User-Agent:       Mozilla/5.0 (X11 U Linux i686 en-US rv:1.8.1b2) Gecko/20060601 BonEcho/2.0b2 (Ubuntu-edgy)
Build Identifier: Mozilla/5.0 (X11 U Linux i686 en-US rv:1.8.1b2) Gecko/20060601 BonEcho/2.0b2 (Ubuntu-edgy)

This is totally just a usability issue IMO so if you disagree then I guess feel free to mark as NOTABUG or whatever.

But when I have fewer than 7 tabs open Firefox draws an [x] button the active tab but not on the other tabs but if I mouseover another tab then the [x] button appears.  The problem is that when I'm moving my mouse to click on another tab I'm aiming for anywhere on the tab and suddenly I click the tab before I realize that an [x] button has appeared and I end up closing the tab instead of switching to it.

Personally I don't really like having an [x] on every tab.. but I feel like if you're going to do that it should always be there and not just on the mouseover.  I'd rather see it have an [x] on the active tab and allow you to right-click other tabs to close them without switching to them.  But that's just my opinion.

Reproducible: Always",nobody,bratsche,duplicate,1,resolved,4,2007-05-02,0,2,2007-05-02,209,normal,2
CORE-203406,2003-04-25,Layout: Text and Fonts,CORE,Performace enhancement in CTL code,"Current CTL code was developed as hack to support Thai and is quite inefficient
in logic. It appears that there are more users of the code than i initially
suspected. Hence cleaning logic reducing code-size and memory consumption.",prabhat.hegde,prabhat.hegde,duplicate,1,resolved,4,2008-07-31,0,21,2003-12-23,242,normal,2
NSS-353577,2006-09-20,Libraries,NSS,Delete dead PURE_STAN code code outside NSS_3_4_CODE and NSS_CLASSIC code,The NSS libraries contain a lot of code conditionally compiled for PURE_STAN_CODE or PURE_STAN_BUILD . I'm not sure we need this code .  Removal patch forthcoming.,julien.pierre,julien.pierre,duplicate,1,resolved,4,2007-11-21,0,26,2007-11-21,427,normal,2
CAMINO_GRAVEYARD-230340,2004-01-07,History,CAMINO_GRAVEYARD,support dragging multiple items in history view,"this is a follow on to bug 227618. Dragging multiple items in the history
outline view should be supported.",sfraser_bugs,sbwoodside,duplicate,1,resolved,4,2005-09-10,0,38,2005-09-10,612,normal,2
MAILNEWS_CORE-254706,2004-08-07,Feed Reader,MAILNEWS_CORE,Bad: not able to setup any RSS feeds,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.7) Gecko/20040626 Firefox/0.9.1
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.7) Gecko/20040626 Firefox/0.9.1

Installed latest nightly build after un-install 0.7.3.  After installing build
(with EXE) then I started TB clicked on Tools --> Account Settings --> Add
Account --> RSS News & Blogs Account --> Next --> Blogs --> Next --> Finish. 
I then selected the new Blogs account I setup and clicked on Manage
Subscriptions and I receive the error:

XML Paring Error: xml processing instruction not at start of external entity
Location: chrome://messenger-newsblog/content/subscriptions.xul
Line Number 1 Column 1:

Reproducible: Always
Steps to Reproduce:
1. Tools
2. Account Settings
3. Add Account
4. RSS News & Blogs Account
5. Next 
6. Type Blogs
7. Next 
8. Finish
9. Select Blogs account
10. click Manage Subscriptions

Actual Results:  
I receive the error:

XML Paring Error: xml processing instruction not at start of external entity
Location: chrome://messenger-newsblog/content/subscriptions.xul
Line Number 1 Column 1:

Expected Results:  
Somehow to seutp a RSS feed.",mscott,murrayt5,duplicate,1,resolved,4,2009-05-05,0,3,2004-09-14,38,normal,2
BUGZILLA-94951,2001-08-12,Bugzilla-General,BUGZILLA,Maintainers out of date.,Section A.1.5 is out of date.,barnboy,matty_is_a_geek,duplicate,1,resolved,4,2012-12-18,0,3,2001-08-21,9,normal,2
CORE_GRAVEYARD-186412,2002-12-21,GFX,CORE_GRAVEYARD,unused functions in nsIDrawingSurface,"(cc'ing some people who might be interested in this kind of stuff)
nsIDrawingSurface has some unused functions:

IsOffscreen - only used inside the gfx part of the photon port (ie. this
function could be made part of only the photon drawing surface)
http://lxr.mozilla.org/seamonkey/search?string=IsOffscreen%5C%28

IsPixelAddressable: lxr finds no function calls only declarations/Definitions
http://lxr.mozilla.org/seamonkey/search?string=IsPixelAddressable

GetPixelFomat has three callers in SVG code (one of them in debug code) so it
probably can not be removed (on first sight they look like they really need to
call it)",kmcclusk,cbiesinger,duplicate,1,resolved,4,2011-05-08,0,2,2011-04-18,3040,normal,2
BUGZILLA-429577,2008-04-17,bugzilla.org,BUGZILLA,Add/Update info for Fedrushkov on the Developer Profiles,"Vitaly Fedrushkov
IRC Nick: SnowyOwl
Location: Chelyabinsk Russia
Day Job: Infosec and ITSM specialist LUKOIL oil company
Bugzilla Responsibilities: Localization (L10n) Lead Russian Localizer",LpSolit,vitaly.fedrushkov,duplicate,1,resolved,4,2012-09-22,0,4,2012-09-22,1619,normal,2
MAILNEWS_CORE-407487,2007-12-08,Address Book,MAILNEWS_CORE,Drop nsIAddressBook::abCardToEscapedVCard,"Created attachment 292218
The fix

I was just writing some documentation for nsIAddressBook.idl (for another bug) and came across this function:

string abCardToEscapedVCard(in nsIAbCard aCard)

All it does is to call aCard->ConvertToEscapedVCard(param) which happens to return a string as well...

Considering when I was documenting the function I was thinking that the proper way is just to get the escaped vcard from the card itself I think we can just drop this. There's two callers (one SM one TB) and it'll save us getting the ab service in those instances (as well as the redundant call).

I also found an rv = x return rv combo to tidy up.",standard8,standard8,duplicate,1,resolved,4,2008-07-31,0,2,2007-12-08,0,normal,2
JSS-244865,2004-05-27,Library,JSS,MEM Leak in callbacks.c using SSL_RevealURL,SSL_RevealURL returns the alocated hostname which needs to be freed,glenbeasley,glenbeasley,duplicate,1,resolved,4,2004-09-03,0,6,2004-09-03,99,normal,2
CORE-523356,2009-10-20,User events and focus handling,CORE,Remote event listeners for Electrolysis,As a first step event.target and similar won't be possible.,bugs,bugs,duplicate,1,resolved,4,2019-03-13,0,26,2009-11-17,28,normal,2
CORE-340724,2006-06-07,Security: PSM,CORE,Upgrade NSS on Mozilla 1.8 branch for 1.8.1 final,"Prior to the release of FF/TB 2 we'll need to update the NSS version on the 1.8 branch to pick up some fixes.

This bug tracks the required NSS bugs.",kaie,kaie,duplicate,1,resolved,4,2006-09-05,0,16,2006-09-01,86,normal,2
NSS-127365,2002-02-22,Libraries,NSS,Crash in NSS when sending an encrypted message,"Using Build ID: 2002022203.

I went to send an encrypted message to someone I didn't have a certificate for.
I looked the person up in phonebook and clicked on Import Certificate. I then
went back to the compose window and hit send. That caused me to crash in NSS code.

Stack trace in talkback is not very helpful. ID: 3257756

nss3.dll + 0x229ab (0x01c629ab) 

After restarting I was able to send the encrypted message.",wtc,mscott,duplicate,1,resolved,4,2002-03-06,0,17,2002-03-06,12,normal,2
CORE-279699,2005-01-24,Layout,CORE,remove nsIPresState,... yet another unneeded XPCOM interface.,bryner,bryner,duplicate,1,resolved,4,2005-01-27,0,3,2005-01-27,3,normal,2
ADDONS.MOZILLA.ORG_GRAVEYARD-449974,2008-08-09,Administration,ADDONS.MOZILLA.ORG_GRAVEYARD,AMO cookies don't specify secure connections potentially hackable,"Mike Perry gave a talk at Defcon 16 about using spoofed http (insecure) connections to steal auth cookies from normally-secure sites. Even if a site is only available over SSL and redirects any plain HTTP connection attempts if the cookies themselves don't contain the secure flag a victim who forgets to specify http_s_ could be hijacked to a fake AMO site that steals their cookies. This is probably pretty common with people entering just addons.mozilla.org out of natural laziness and letting browser magic supply http:// and then redirect to https://.

Mike sent the following to security@mozilla.org:
  I'm doing a presentation on grabbing insecure https cookies at Defcon:
  http://www.defcon.org/html/defcon-16/dc-16-speakers.html#Perry
  http://seclists.org/bugtraq/2007/Aug/0070.html

  The majority of the details of the issue are in that bugtraq link.

  I've noticed that the cookies on addons.mozilla.org ... are
  not marked for encrypted sessions only. This
  means that these cookies can be hijacked by attackers on the local
  network via Dan Kaminsky's DNS poisoning attack or via injection
  onto a cable modem network (a cable modem packet injection technique
  was also presented at this DEFCON).

  This is particularly dangerous ... where some extension developers
  are given 'trusted' status. An attacker can
  target one of these users and push out a malicious Firefox extension
  to tens or even hunderds of thousands of users before being noticed.",morgamic,dveditz,duplicate,1,resolved,4,2016-03-07,0,18,2008-08-09,0,critical,5
TESTOPIA-373226,2007-03-08,Test Runs,TESTOPIA,Bugs Detected - Display,"User-Agent:       Mozilla/4.0 (compatible MSIE 7.0 Windows NT 5.1 Avant Browser Avant Browser .NET CLR 1.0.3705)
Build Identifier: Internet Explorer 7.0

Display of 'Bugs Detected' column in the Expand All functionality is Test
Runs will confuse the end user.

Steps to repeat the problem:
1. Go to http://bugz.deanza.edu/bugzilla_testopia/
2. Enter your Login & Password and click on the Login button.
3. Click on Find Test Runs
4. UnSelect all the highlihted files in the listboxes
5. Click Submit
6. In the search results Select any Test Run and click on the button 'Expand
All'
7. There is a facility to attach a bug to each test case.
8. If the user attached more than one bug to any test case all the bug numbers
are getting displayed in the Chronologic i.e. sequencial order
9. The display of this bug numbers may cause some confusion to the end user as
there is NO delimiter i.e. comma or space etc between the bug numbers


Reproducible: Always

Steps to Reproduce:
1.
2.
3.",gregaryh,vpushpalatha,duplicate,1,resolved,4,2007-03-08,0,2,2007-03-08,0,minor,2
RELEASE_ENGINEERING-380132,2007-05-09,General,RELEASE_ENGINEERING,mac tinderbox clocks are wrong,"It's about 15 minutes in the future at the moment so you get warnings when pushing symbols up to the talkback server.

What's our standard time-syncing solution for Macs ?",nthomas,nthomas,duplicate,1,resolved,4,2013-08-12,0,9,2007-07-30,82,minor,2
SEAMONKEY-32467,2000-03-19,Build Config,SEAMONKEY,*clean targets are different for mozilla & sub-modules,"At some point we need to decide how we are going to traverse various submodules
that are in the tree.  The change to fix the distclean target for NSPR (bug
29427) broke my tinderbox build (twain).  The tinderbox script normally does
realclean which is actually a distclean under NSPR.  That particular bustage
may have been specific to using nspr-autoconf but you can see how this can be a
problem.  I'm wondering if we may want to start using specific targets for these
submodules like we do in mozilla/webshell/embed for GtkMozilla.  It's either
that or we require that the sub-modules keep the same target scheme as Mozilla
which may not be possible in the long run.",cls,cls,duplicate,1,resolved,4,2004-11-22,0,3,2000-05-15,57,major,4
BUGZILLA-179302,2002-11-09,Query/Bug List,BUGZILLA,'anyexact' isn't an option for boolean charts,"The 'anyexact' query type doesn't appear to be accessible from boolean charts.
It works if you hack the html and I can't see why we'd want to disallow it.

Thoughts?",bbaetz,bbaetz,duplicate,1,resolved,4,2012-12-18,0,11,2002-11-11,2,normal,2
FIREFOX-310393,2005-09-28,Search,FIREFOX,Hitting Enter in the searchbar w/o input shouldn't add an empty entry to its autocomplete,"Hitting Enter in the searchbar w/o input shouldn't add an empty entry to its
autocomplete.

STR:
 1. Focus the search bar.
 2. Make sure it's empty.
 3. Hit Enter

-> empty string is added to searchbar's autocomplete.

FYI at this point we're opening the search engine site instead of doing a query.",gavin.sharp,asaf,duplicate,1,resolved,4,2005-09-30,0,5,2005-09-28,0,normal,2
TECH_EVANGELISM_GRAVEYARD-150038,2002-06-07,English US,TECH_EVANGELISM_GRAVEYARD,IBM.com - Med. Bus. Store - all content missing layout messed up,"-Go to http://www-1.ibm.com/mediumbusiness/index.jsp
-Pick any item from the Medium Business Store at lower righthand

(Other ecommerce sites such as Small Business / Notebads suffer from major
problems as well.)",bob,susiew,duplicate,1,resolved,4,2015-04-19,0,5,2002-07-01,24,major,4
WEBTOOLS_GRAVEYARD-359350,2006-11-02,Party Tool,WEBTOOLS_GRAVEYARD,party start time doesn't round trip correctly,When you load the Edit Party page the start time for the party is incorrect usually by about 14 hours and thus you have to reenter it if you want it to be listed correctly.,rflint,db48x,duplicate,1,resolved,4,2010-01-25,0,1,2008-03-04,488,major,4
SEAMONKEY-515228,2009-09-08,MailNews: General,SEAMONKEY,Help button in Search Addresses dialog lacks Help icon,The (custom) Help button in the Search Messages dialog lacks the Help icon used by standard dialog Help buttons. Furthermore the Help button definition should come from helpMessengerOverlay.xul as well so that ABSearchDialog.xul does not need to know about the OpenHelp function.,iann_bugzilla,mnyromyr,duplicate,1,resolved,4,2015-06-02,0,34,2009-11-03,56,normal,2
FIREFOX-348007,2006-08-09,Disability Access,FIREFOX,Firefox will crash if use index = -1 to get top level accessible window, ,ginnchen+exoracle,ginnchen+exoracle,duplicate,1,resolved,4,2006-09-20,0,7,2006-09-20,42,critical,5
CORE-302805,2005-07-30,Layout: Tables,CORE,{inc}table expands on onmouseover and onmouseout,"i'm not sure if i have the right component here but here goes.  this occurs
with both firefox 1.0.6 and deer park a2 on winxp.

1) go to http://www.bluetights.net
2) mouse over one of the links but not one of the links in the left column.

expected behaviour:
the white main table remains the same height.

actual behaviour:
on mouseover and mouseout the table grows in height - lines appear to be added
on the bottom of the table.  normally reloading the page not only returns the
table to the correct height it also stops the behaviour from occurring again. 
hard reloading (ctrl-shift-r) resets the table to the correct height but causes
the mysterious table growing problem to reoccur.

i have no clue what's causing this - i'll try to pour over the source some more
but i'm lost.",nobody,ratman,duplicate,1,resolved,4,2012-11-10,1,18,2006-12-10,498,normal,2
NSPR-279071,2005-01-19,NSPR,NSPR,Duplicate #define of MAX_POLLING_INTERVAL,"this is defined in two places in the same file

see:
http://bonsai.mozilla.org/cvsblame.cgi?file=mozilla/nsprpub/pr/include/private/pprmwait.h&rev=3.6&root=/cvsroot&mark=4749#38

Checked from trunk not branch.",wtc,bugspam.Callek,duplicate,1,resolved,4,2005-01-20,0,2,2005-01-20,1,trivial,1
ADDONS.MOZILLA.ORG_GRAVEYARD-486359,2009-04-01,Public Pages,ADDONS.MOZILLA.ORG_GRAVEYARD,IE8 testing for addons.mozilla.org,"This is a tracking bug for IE8 testing of addons.mozilla.org. No bugs are to be filed as comments in this bug.

Testing to begin asap.

We should verify bugs found are not also present in IE7 and that they were not
marked as WONTFIX.",stephen.donner,ryan.doherty,duplicate,1,resolved,4,2016-02-04,0,2,2009-07-15,105,normal,2
CORE_GRAVEYARD-71715,2001-03-12,Embedding: ActiveX Wrapper,CORE_GRAVEYARD,Build process should not register ActiveX controls,"Currently the build process also registers the ActiveX controls in the (DIST)
\bin directory.
Registering controls on a machine should not be done during the build process. 
Esp. when doing both debug and optimized builds you can run into trouble with 
this registration.

Registration should be done during installation with the Mozilla installer 
the installer of an embedding application or regsvr32.exe. When needed it would 
be easy to write a little C program to do the registration.",adamlock,ajbu,duplicate,1,resolved,4,2012-04-04,0,8,2001-03-30,18,normal,2
CORE-47791,2000-08-05,XUL,CORE,crash on shutdown releasing root in dead JS runtime,"We crash on shutdown now because the XUL prototype cache outlives the 
nsJSRuntimeService. When the prototype cache frees its prototype docs these 
try to unroot their JS objects in a runtime that's been destroyed.",hyatt,waterson,duplicate,1,resolved,4,2008-07-31,0,23,2000-08-09,4,blocker,6
SEAMONKEY-99264,2001-09-11,MailNews: Message Display,SEAMONKEY,Search Messages and Search Addresses windows should remember Size & Position,"Mozilla/5.0 (Windows U WinNT4.0 en-US rv:0.9.3+) Gecko/20010910

Search Messages Window should remember size & Position

The default size of the Search Messages window is too small. Therefore I
always increase its size (height & width). It is very annoying to have to do
this every time. Therefore Mozilla should remember the size & position the user
chose.

RELATED: The separator between the search criteria and the search results below
should remember where the user last placed it. Most of the time the user will
want one or max two search criteria and the default (and remembered) position
should respect this logic - i.e. the bar should be much higher than it is now.

ALMOST RELATED: The position of the separator in the address book should also be
remembered across sessions. The current default is very bad (too high) since the
user will usually want to see as many addresses as possible. Therefore the
default should be much lower and it should remember where the user last put it.",Stefan.Borggraefe,Peter,duplicate,1,resolved,4,2008-07-31,2,21,2003-09-25,744,normal,2
BUGZILLA-207039,2003-05-25,Documentation,BUGZILLA,add description how to install bugzilla under regular user privileges,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.0 en-US rv:1.4b) Gecko/20030519
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.0 en-US rv:1.4b) Gecko/20030519

mysql can be run as user.
cgi-bin as well.

Therefore it would be great to be able have a bugzilla instance set up without
requiring root privileges on the server.

Reproducible: Always

Steps to Reproduce:
1.
2.
3.



1) in http://www.bugzilla.org/docs216/html/stepbystep.html#AEN605 it would be
great to provide a full example of the stanza (or is the sample in
http://www.bugzilla.org/docs216/html/extraconfig.html#htaccess sufficient?)
2) I guess I would have to run the perl script in
http://www.bugzilla.org/docs216/html/stepbystep.html#AEN624

Any further precautions I have to take?

3) On a side note is there any precautions one would have to take to run it
under https or is that transparent?",bugreport,hauser,duplicate,1,resolved,4,2012-12-18,0,42,2004-03-21,301,normal,2
TESTOPIA-406910,2007-12-04,Environments,TESTOPIA,The Any Product under the Environment Variables  is not a link,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.8.1.6) Gecko/20070725 Firefox/2.0.0.6
Build Identifier: 

Under the Environment Variables section there is a tree pattern in which Any Product is marked as a link

Reproducible: Always

Steps to Reproduce:
   1. Go to the page http://landfill.bugzilla.org/testopia_tip/tr_admin_environment.cgi Which is the Environment Variable Administration page of Bugzilla.
   2. Underneath the heading Environment Variables click on the Any Product which appears to be a link.
Actual Results:  
The Any Product appears to be a link

Expected Results:  
The Any Product is not a link. if it is a link it should open a web page",gregaryh,madhurimav_3,duplicate,1,resolved,4,2008-06-16,0,2,2008-06-16,195,minor,2
CORE-323299,2006-01-13,XML,CORE,Simplify nsExpatDriver,"I've found a way to simplify nsExpatDriver a bit. The key change is to make the scanner always point to the position that Expat will start parsing when we call it. I've also found a way to avoid the loop to look for the beginning of the last line (so we can store it for error reporting) by using XML_GetCurrentColumnNumber.

I've run this through a couple of tests (XSLT testsuite testcase from bug 275564 ...) and everything seems to work fine. Of course there are tricky timing issues that might influence this code but I think I got everything working correctly.

The patch includes one change to Expat code that I'll try integrating upstream.",peterv,peterv,duplicate,1,resolved,4,2006-02-20,0,31,2006-01-27,14,normal,2
TOOLKIT-326345,2006-02-07,Toolbars and Toolbar Customization,TOOLKIT,Remove Find prefix from Find Next/Find Previous labels on find toolbar,They're both redundant with the Find already at the far end of the toolbar and they take up horizontal space (which is particularly precious in non-maximized windows such as view source and the help viewer).,jwalden,jwalden,duplicate,1,resolved,4,2014-06-04,0,12,2006-06-07,120,normal,2
WEBSITES-445778,2008-07-17,planet.mozilla.org,WEBSITES,add William Quiviger's blog to Planet Mozilla,"User-Agent:       Mozilla/5.0 (Macintosh U Intel Mac OS X 10.5 en-US rv:1.9.0.1) Gecko/2008070206 Firefox/3.0.1
Build Identifier: 

This is the blog of Mozilla's new EU Community Markting Manager

Reproducible: Always",reed,william.quiviger,duplicate,1,resolved,4,2008-07-21,0,6,2008-07-21,4,normal,2
MOZILLA_LOCALIZATIONS-415556,2008-02-04,pt-BR / Portuguese (Brazil),MOZILLA_LOCALIZATIONS,search plug in review for Fx3 for Brazil (pt-BR),"it appears team wants to change the order of the search plug ins. please verify the order here and let's use this bug to track to get us in a good spot for B4.

it appears that the order you suggest if
1 google
2 yahoo
3 wikipedia (brazil)
then I assume
4 buscape
5mercado livre

please verify thanks",gjalves,mic,duplicate,1,resolved,4,2008-04-07,0,11,2008-04-07,63,normal,2
CORE-192611,2003-02-10,Selection,CORE,nsIFrameSelection has a data member,"nsIFrameSelection.h declares an interface with a data member (by mistake I
think). This needs fixing.",sfraser_bugs,sfraser_bugs,duplicate,1,resolved,4,2003-04-03,0,6,2003-04-03,52,normal,2
FIREFOX-367799,2007-01-22,Bookmarks & History,FIREFOX,nsNavHistory duplicates effective TLD functionality,"nsNavHistory.cpp has some functions for finding out the effective TLD of a URL (see GetTLDType and friends). This is now available as a service and we should switch to using that instead.

We might want to use the helpers proposed in bug #367446 if/when they go in.",dwitte,hello,duplicate,1,resolved,4,2009-11-26,0,16,2008-02-07,381,normal,2
